post_id,account_id,account_type,follower_count,media_type,content_category,traffic_source,has_call_to_action,post_date,post_hour,day_of_week,likes,comments,shares,saves,reach,impressions,engagement_rate,followers_gained,caption_length,hashtags_count,performance_bucket_label
IG0008316,19,creator,3447,carousel,Lifestyle,External,0,01-02-2025,7,Saturday,49,2,2,10,2002,2331,2.7,942,121,6,medium
IG0008317,5,creator,10739,image,Fashion,Home Feed,1,21-10-2025,14,Tuesday,364,10,17,54,4952,7436,5.98,331,121,12,viral
IG0008318,17,brand,15923,carousel,Lifestyle,Home Feed,0,24-07-2025,18,Thursday,727,35,33,116,10880,17001,5.36,975,107,4,high
IG0008319,8,creator,15986,reel,Travel,Hashtags,0,18-10-2025,7,Saturday,54,3,2,16,4208,5235,1.43,463,121,7,low
IG0008320,1,creator,9461,image,Lifestyle,External,0,22-02-2025,16,Saturday,87,1,4,8,1631,1904,5.25,32,125,5,high
IG0008321,2,creator,22291,carousel,Comedy,External,0,24-02-2025,17,Monday,41,2,1,3,2345,2785,1.69,648,123,6,low
IG0008322,15,creator,8167,carousel,Beauty,Profile,0,03-03-2025,1,Monday,304,8,16,52,8329,12001,3.17,535,110,7,medium
IG0008323,20,creator,31095,carousel,Comedy,Home Feed,1,06-10-2025,4,Monday,234,8,12,31,3563,4753,6,438,114,4,viral
IG0008324,18,creator,7486,reel,Photography,External,0,01-09-2025,15,Monday,0,11,23,63,5164,7173,1.35,379,117,10,viral
IG0008325,11,creator,9044,image,Beauty,External,0,13-03-2025,23,Thursday,366,10,19,64,16026,21934,2.09,601,113,6,low
IG0008326,10,creator,4542,image,Food,Profile,0,16-05-2025,16,Friday,59,0,3,15,1286,1594,4.83,557,107,7,high
IG0008327,4,brand,4972,reel,Beauty,Profile,0,17-05-2025,14,Saturday,293,9,9,38,3909,6197,5.63,263,123,8,viral
IG0008328,5,brand,10739,reel,Lifestyle,Home Feed,0,01-09-2025,18,Monday,352,7,15,37,8799,10190,4.03,439,135,11,high
IG0008329,4,creator,4972,carousel,Lifestyle,Reels Feed,1,18-12-2024,23,Wednesday,364,7,19,62,4730,5970,7.57,930,116,5,viral
IG0008330,13,brand,5824,image,Lifestyle,Home Feed,0,03-02-2025,22,Monday,21,1,0,0,1571,2034,1.08,440,100,6,low
IG0008331,13,creator,5824,image,Food,Home Feed,1,25-01-2025,21,Saturday,59,1,6,6,1925,2603,2.77,958,127,8,medium
IG0008332,18,creator,7486,carousel,Photography,Profile,0,30-06-2025,14,Monday,380,9,21,64,6700,10109,4.69,437,123,8,high
IG0008333,2,creator,22291,image,Fashion,Explore,0,24-02-2025,12,Monday,154,5,5,33,10628,12972,1.52,264,119,7,low
IG0008334,16,creator,9696,image,Fitness,Hashtags,0,12-05-2025,16,Monday,423,16,21,64,25583,40505,1.29,856,111,9,low
IG0008335,1,creator,9461,reel,Photography,Reels Feed,1,25-12-2024,19,Wednesday,47,1,4,4,1532,1698,3.3,571,112,8,medium
IG0008336,19,creator,3447,image,Lifestyle,Profile,0,08-11-2025,11,Saturday,1020,34,50,168,18137,22656,5.61,158,141,6,high
IG0008337,9,brand,6916,image,Photography,Profile,0,05-07-2025,2,Saturday,890,23,40,132,19008,23939,4.53,453,131,7,high
IG0008338,3,creator,10018,image,Travel,Reels Feed,0,01-07-2025,9,Tuesday,63,0,1,9,4167,6086,1.2,593,126,4,low
IG0008339,7,brand,3551,carousel,Technology,Home Feed,0,24-09-2025,9,Wednesday,341,5,15,54,4886,7528,5.51,176,122,9,high
IG0008340,10,brand,4542,carousel,Technology,Profile,0,29-01-2025,22,Wednesday,224,6,8,30,5497,7634,3.51,825,121,7,medium
IG0008341,1,creator,9461,carousel,Fitness,Profile,1,16-02-2025,12,Sunday,130,2,5,8,2452,2713,5.34,591,122,5,high
IG0008342,10,creator,4542,carousel,Fitness,Hashtags,0,11-05-2025,23,Sunday,133,5,7,23,2923,4416,3.8,912,84,5,high
IG0008343,9,creator,6916,image,Fashion,Hashtags,0,13-04-2025,6,Sunday,786,22,44,113,13053,18420,5.24,279,113,11,high
IG0008344,15,creator,8167,image,Travel,Hashtags,0,03-08-2025,4,Sunday,169,6,6,20,2510,3752,5.36,682,118,8,high
IG0008345,15,creator,8167,image,Comedy,Home Feed,0,26-02-2025,8,Wednesday,240,8,9,34,4599,6098,4.77,20,114,7,high
IG0008346,3,creator,10018,image,Photography,Hashtags,1,31-10-2025,3,Friday,150,15,3,27,3174,4617,4.22,206,122,6,low
IG0008347,5,creator,10739,reel,Beauty,External,0,11-10-2025,2,Saturday,98,1,4,13,5500,8200,1.41,755,110,7,low
IG0008348,9,creator,6916,reel,Beauty,Hashtags,1,19-02-2025,10,Wednesday,78,3,4,10,1023,1585,5.99,723,124,5,viral
IG0008349,9,creator,6916,carousel,Comedy,Explore,0,17-04-2025,23,Thursday,193,5,7,31,2697,3777,6.25,771,118,14,viral
IG0008350,7,creator,3551,image,Technology,External,0,27-08-2025,16,Wednesday,206,9,6,35,4689,5213,4.91,92,127,10,high
IG0008351,12,brand,13798,carousel,Comedy,External,0,27-05-2025,1,Tuesday,144,4,6,33,2208,2630,7.11,854,115,7,viral
IG0008352,9,creator,6916,reel,Photography,Reels Feed,0,03-03-2025,20,Monday,318,8,16,0,6058,7478,4.57,521,106,11,high
IG0008353,6,creator,10034,carousel,Travel,Explore,1,22-03-2025,8,Saturday,114,6,4,15,2553,3122,4.45,269,120,4,high
IG0008354,2,brand,22291,image,Lifestyle,Home Feed,0,02-01-2025,5,Thursday,115,4,9,19,4016,5288,2.78,754,117,8,medium
IG0008355,9,creator,6916,carousel,Food,Home Feed,0,22-01-2025,22,Wednesday,81,2,0,9,3153,4052,2.27,400,127,11,low
IG0008356,17,creator,15923,carousel,Lifestyle,Profile,1,28-11-2024,11,Thursday,195,3,6,33,4497,6519,3.64,341,102,6,medium
IG0008357,1,creator,9461,carousel,Food,Explore,0,21-09-2025,18,Sunday,192,7,7,24,2600,4091,5.62,788,125,4,high
IG0008358,19,brand,3447,carousel,Beauty,Home Feed,1,09-11-2025,20,Sunday,141,6,7,16,7483,11281,1.51,866,140,15,low
IG0008359,6,creator,10034,image,Fitness,Hashtags,0,12-07-2025,3,Saturday,329,11,14,44,7002,8802,4.52,564,113,5,high
IG0008360,5,creator,10739,carousel,Photography,External,0,28-03-2025,10,Friday,44,1,1,11,2891,4048,1.41,520,134,10,low
IG0008361,2,brand,22291,image,Lifestyle,Profile,0,03-02-2025,4,Monday,797,26,38,121,17006,23379,4.2,47,120,11,high
IG0008362,9,creator,6916,carousel,Comedy,Hashtags,0,19-06-2025,19,Thursday,73,2,2,0,3571,5703,1.35,339,133,6,low
IG0008363,14,creator,3083,carousel,Travel,External,1,19-12-2024,5,Thursday,76,4,4,15,2771,3566,2.78,190,123,5,medium
IG0008364,4,brand,4972,reel,Travel,External,0,20-12-2024,19,Friday,549,21,19,88,9872,12089,5.6,895,121,11,viral
IG0008365,4,creator,4972,carousel,Technology,Explore,0,16-02-2025,21,Sunday,170,6,4,17,8399,13222,1.49,626,131,6,low
IG0008366,15,creator,8167,image,Travel,Profile,1,24-06-2025,15,Tuesday,287,9,15,45,15412,19993,1.78,314,114,5,low
IG0008367,8,brand,15986,reel,Travel,Reels Feed,1,12-06-2025,10,Thursday,171,7,6,23,14133,22374,0.93,37,110,8,low
IG0008368,4,creator,4972,image,Fitness,Hashtags,1,05-10-2025,23,Sunday,258,0,13,37,10773,13921,2.21,252,116,9,low
IG0008369,16,creator,9696,carousel,Comedy,Reels Feed,0,04-09-2025,8,Thursday,825,27,40,132,15045,19794,5.17,123,118,9,high
IG0008370,4,creator,4972,reel,Beauty,Explore,0,27-12-2024,21,Friday,204,11,10,38,4674,5753,4.57,367,102,9,high
IG0008371,16,brand,9696,carousel,Travel,Profile,0,06-11-2025,22,Thursday,11,0,1,2,1042,1433,0.98,337,107,12,low
IG0008372,12,creator,13798,carousel,Beauty,Reels Feed,1,27-01-2025,1,Monday,267,12,11,43,3983,5157,6.46,100,119,5,viral
IG0008373,16,creator,9696,carousel,Fitness,Home Feed,0,27-12-2024,3,Friday,101,2,9,10,4284,5632,2.17,58,101,7,low
IG0008374,19,brand,3447,carousel,Travel,Profile,0,12-10-2025,15,Sunday,752,24,35,120,12622,16687,5.58,32,115,6,high
IG0008375,8,creator,15986,carousel,Photography,Hashtags,0,28-08-2025,3,Thursday,119,3,4,13,7670,10076,1.38,912,127,9,low
IG0008376,6,creator,10034,reel,Technology,External,0,14-06-2025,8,Saturday,274,11,16,42,8266,11445,3,185,122,10,medium
IG0008377,10,creator,4542,image,Lifestyle,Hashtags,1,24-03-2025,21,Monday,438,12,21,74,8711,12445,4.38,416,115,4,high
IG0008378,5,creator,10739,reel,Photography,Home Feed,0,13-03-2025,7,Thursday,605,13,37,98,8090,11044,6.82,666,136,7,viral
IG0008379,18,creator,7486,carousel,Music,Home Feed,1,12-01-2025,6,Sunday,139,1,4,26,3042,3843,4.42,483,129,7,high
IG0008380,10,creator,4542,image,Fashion,Profile,1,16-02-2025,17,Sunday,239,7,7,43,5854,8349,3.55,697,125,6,medium
IG0008381,10,creator,4542,reel,Travel,External,1,30-09-2025,20,Tuesday,425,16,18,75,12974,16723,3.19,501,106,7,medium
IG0008382,7,creator,3551,reel,Beauty,External,1,23-09-2025,8,Tuesday,945,23,39,142,13512,20713,5.55,144,111,5,high
IG0008383,18,brand,7486,image,Fashion,Reels Feed,1,01-11-2025,9,Saturday,0,1,6,20,6737,10332,0.26,184,117,8,low
IG0008384,1,creator,9461,image,Food,External,0,20-12-2024,21,Friday,404,9,21,56,5575,7923,6.18,673,139,14,viral
IG0008385,7,brand,3551,reel,Travel,Explore,0,26-02-2025,10,Wednesday,369,18,29,52,6358,8318,5.63,727,135,6,high
IG0008386,1,brand,9461,carousel,Music,Reels Feed,0,27-04-2025,1,Sunday,230,5,9,39,7641,8467,3.34,736,103,8,medium
IG0008387,15,creator,8167,reel,Fitness,Explore,0,20-02-2025,18,Thursday,150,4,4,19,10853,17046,1.04,806,124,8,low
IG0008388,4,creator,4972,carousel,Technology,Reels Feed,1,01-08-2025,9,Friday,615,15,33,0,5387,7747,8.56,461,110,7,medium
IG0008389,20,creator,31095,reel,Music,Profile,0,13-09-2025,14,Saturday,347,17,20,54,6897,10683,4.1,682,141,5,medium
IG0008390,10,brand,4542,carousel,Beauty,Explore,0,22-01-2025,17,Wednesday,0,6,8,0,6825,10815,0.13,866,123,6,medium
IG0008391,9,brand,6916,image,Fitness,Hashtags,0,19-06-2025,4,Thursday,444,11,26,57,10136,12960,4.15,687,125,10,medium
IG0008392,2,creator,22291,image,Lifestyle,Hashtags,1,22-08-2025,11,Friday,0,11,8,34,3136,4896,1.08,370,140,5,viral
IG0008393,14,brand,3083,image,Fitness,Reels Feed,0,28-08-2025,7,Thursday,310,10,15,38,24516,36287,1.03,70,117,10,low
IG0008394,16,creator,9696,reel,Travel,Home Feed,0,30-06-2025,5,Monday,59,4,2,4,1797,2590,2.66,629,126,6,medium
IG0008395,1,brand,9461,reel,Fashion,Explore,1,30-11-2024,23,Saturday,60,1,5,10,3046,3928,1.93,466,115,6,low
IG0008396,2,creator,22291,image,Fashion,Hashtags,0,04-11-2025,0,Tuesday,148,4,6,21,3198,3581,5,136,113,8,high
IG0008397,7,brand,3551,image,Beauty,Reels Feed,0,03-10-2025,12,Friday,553,0,26,86,8198,9656,6.89,781,117,9,viral
IG0008398,10,creator,4542,carousel,Fitness,External,1,04-10-2025,14,Saturday,337,10,15,47,7208,10468,3.91,932,114,9,medium
IG0008399,20,creator,31095,carousel,Music,Explore,1,08-10-2025,10,Wednesday,25,3,1,4,1230,1852,1.78,386,107,9,low
IG0008400,1,brand,9461,reel,Beauty,Home Feed,0,05-09-2025,22,Friday,714,26,54,131,11113,14118,6.55,685,117,5,viral
IG0008401,13,creator,5824,image,Technology,Profile,0,03-12-2024,3,Tuesday,224,0,7,34,3406,4321,6.13,638,112,10,viral
IG0008402,1,creator,9461,carousel,Beauty,External,1,22-12-2024,7,Sunday,331,7,16,50,4392,6722,6.01,981,104,10,viral
IG0008403,5,creator,10739,reel,Beauty,Hashtags,0,16-02-2025,6,Sunday,1364,35,58,194,17216,27073,6.1,636,126,11,viral
IG0008404,16,brand,9696,image,Lifestyle,Reels Feed,0,01-07-2025,12,Tuesday,419,10,19,71,8083,9761,5.32,604,118,6,high
IG0008405,15,creator,8167,carousel,Photography,Home Feed,0,19-11-2024,20,Tuesday,499,20,27,66,7059,9944,6.15,809,100,8,viral
IG0008406,17,brand,15923,carousel,Travel,Hashtags,0,21-02-2025,4,Friday,503,19,22,82,15333,16946,3.69,873,96,10,medium
IG0008407,16,creator,9696,image,Lifestyle,Reels Feed,0,15-05-2025,0,Thursday,58,2,5,8,5077,6554,1.11,746,134,7,low
IG0008408,13,creator,5824,carousel,Fashion,Hashtags,0,31-05-2025,15,Saturday,335,10,17,46,4865,5631,7.25,472,134,6,viral
IG0008409,11,creator,9044,carousel,Fashion,Reels Feed,0,06-04-2025,10,Sunday,76,4,6,7,6609,7907,1.18,254,115,13,low
IG0008410,17,brand,15923,carousel,Food,Reels Feed,0,25-07-2025,21,Friday,0,5,11,26,4110,5112,0.82,803,110,12,medium
IG0008411,17,creator,15923,image,Food,Home Feed,1,23-01-2025,17,Thursday,99,4,3,12,5565,8354,1.41,217,123,8,low
IG0008412,2,creator,22291,image,Music,Explore,0,27-11-2024,23,Wednesday,863,23,34,127,12622,20028,5.23,718,134,8,high
IG0008413,13,creator,5824,carousel,Fashion,Reels Feed,0,07-10-2025,8,Tuesday,516,8,24,86,11432,16157,3.92,831,118,7,medium
IG0008414,14,creator,3083,image,Photography,Hashtags,0,04-04-2025,3,Friday,422,18,19,71,17436,23539,2.25,934,110,8,medium
IG0008415,11,brand,9044,carousel,Lifestyle,Reels Feed,0,08-04-2025,6,Tuesday,100,3,5,14,4131,6170,1.98,436,129,8,low
IG0008416,10,creator,4542,reel,Technology,Reels Feed,0,17-08-2025,22,Sunday,191,5,5,28,3068,4185,5.47,462,135,8,high
IG0008417,3,brand,10018,reel,Photography,Reels Feed,1,03-08-2025,6,Sunday,546,14,20,76,10154,12925,5.08,314,114,10,high
IG0008418,17,creator,15923,carousel,Food,Hashtags,0,24-07-2025,12,Thursday,338,14,16,57,6206,9107,4.67,43,102,5,high
IG0008419,15,creator,8167,image,Fitness,Reels Feed,0,28-03-2025,18,Friday,25,0,2,12,1996,2453,1.59,948,106,7,low
IG0008420,9,creator,6916,carousel,Photography,External,0,20-11-2024,6,Wednesday,408,11,10,60,5542,7856,6.22,732,118,14,viral
IG0008421,10,brand,4542,image,Photography,Home Feed,0,24-10-2025,20,Friday,206,7,9,23,3382,5242,4.67,240,118,9,high
IG0008422,8,creator,15986,carousel,Photography,External,0,30-01-2025,6,Thursday,451,17,21,73,7011,9242,6.08,93,119,10,viral
IG0008423,13,creator,5824,carousel,Photography,External,0,12-03-2025,12,Wednesday,981,33,0,147,14442,18919,6.14,544,132,6,viral
IG0008424,18,brand,7486,carousel,Photography,External,0,01-05-2025,3,Thursday,95,0,5,25,3422,4824,2.59,372,140,6,low
IG0008425,5,creator,10739,image,Food,External,0,05-01-2025,11,Sunday,11,1,0,0,728,1092,1.1,583,115,9,low
IG0008426,6,brand,10034,image,Fashion,Reels Feed,0,05-10-2025,7,Sunday,220,10,10,39,8324,10840,2.57,87,106,11,medium
IG0008427,17,brand,15923,image,Beauty,Home Feed,1,27-02-2025,15,Thursday,682,29,34,121,12484,14549,5.95,127,108,7,viral
IG0008428,11,creator,9044,image,Photography,Profile,0,15-03-2025,10,Saturday,48,1,4,5,4316,6741,0.86,498,119,5,low
IG0008429,20,creator,31095,carousel,Photography,External,0,05-05-2025,3,Monday,40,0,0,14,1799,2058,2.62,564,113,6,medium
IG0008430,16,creator,9696,image,Travel,Hashtags,1,11-06-2025,20,Wednesday,46,0,3,6,1478,2279,2.41,941,105,5,low
IG0008431,9,creator,6916,image,Fashion,Home Feed,0,20-05-2025,14,Tuesday,263,4,10,35,3786,4445,7.02,974,109,5,viral
IG0008432,2,creator,22291,carousel,Beauty,Home Feed,0,25-11-2024,11,Monday,0,10,1,11,7505,11288,0.19,305,118,9,low
IG0008433,5,brand,10739,reel,Technology,Reels Feed,0,15-02-2025,22,Saturday,490,8,26,76,6701,9258,6.48,33,126,8,viral
IG0008434,1,creator,9461,carousel,Technology,Reels Feed,1,07-12-2024,1,Saturday,335,11,17,47,4652,5534,7.41,697,103,10,viral
IG0008435,4,creator,4972,carousel,Fitness,Hashtags,1,25-11-2024,22,Monday,286,15,15,37,7001,10929,3.23,667,112,2,medium
IG0008436,4,creator,4972,reel,Comedy,Explore,0,03-11-2025,22,Monday,297,10,12,46,29426,38308,0.95,533,104,10,low
IG0008437,3,creator,10018,carousel,Lifestyle,Explore,1,02-07-2025,5,Wednesday,182,4,8,24,2612,3815,5.71,731,114,5,viral
IG0008438,9,brand,6916,image,Travel,Reels Feed,1,13-08-2025,17,Wednesday,534,16,28,84,8494,12472,5.31,592,128,10,high
IG0008439,12,creator,13798,carousel,Fashion,Explore,0,14-10-2025,23,Tuesday,142,3,6,21,2859,3478,4.95,849,127,12,high
IG0008440,10,creator,4542,image,Fashion,Hashtags,1,28-08-2025,21,Thursday,68,0,4,11,5745,6990,1.19,77,126,9,low
IG0008441,2,creator,22291,image,Comedy,Hashtags,0,13-12-2024,11,Friday,277,9,12,48,8142,9038,3.83,30,123,10,high
IG0008442,11,creator,9044,image,Fitness,Reels Feed,0,09-02-2025,15,Sunday,165,5,10,29,3728,4586,4.56,689,119,6,high
IG0008443,10,creator,4542,image,Music,Home Feed,0,09-08-2025,0,Saturday,322,11,12,47,4922,5917,6.62,936,106,6,viral
IG0008444,6,brand,10034,reel,Food,Hashtags,0,03-02-2025,18,Monday,15,0,1,3,859,1242,1.53,319,114,12,low
IG0008445,18,creator,7486,image,Fitness,Profile,0,06-05-2025,3,Tuesday,206,7,14,25,4242,6706,3.76,173,123,9,medium
IG0008446,2,creator,22291,carousel,Beauty,Explore,0,04-04-2025,9,Friday,0,6,6,20,3734,4267,0.75,464,125,10,high
IG0008447,2,creator,22291,image,Fitness,Hashtags,0,10-07-2025,9,Thursday,77,0,3,9,3543,5524,1.61,51,120,7,low
IG0008448,10,brand,4542,image,Comedy,Reels Feed,0,30-03-2025,23,Sunday,822,24,41,124,17773,23983,4.22,406,94,11,high
IG0008449,16,creator,9696,reel,Comedy,Home Feed,0,13-04-2025,6,Sunday,213,9,7,38,2787,3341,7.99,88,116,5,viral
IG0008450,12,creator,13798,reel,Lifestyle,Home Feed,1,21-09-2025,5,Sunday,126,5,9,24,2620,3697,4.44,762,129,10,medium
IG0008451,1,creator,9461,image,Travel,Explore,0,23-04-2025,21,Wednesday,0,9,11,31,3999,5485,0.93,768,102,4,high
IG0008452,8,creator,15986,carousel,Photography,Home Feed,0,22-08-2025,11,Friday,334,10,13,56,4445,6916,5.97,366,98,11,viral
IG0008453,16,creator,9696,image,Technology,Hashtags,1,12-05-2025,9,Monday,649,22,25,85,10613,15377,5.08,709,129,5,high
IG0008454,18,brand,7486,carousel,Comedy,Reels Feed,1,30-12-2024,11,Monday,86,4,3,16,1976,2540,4.29,895,118,8,high
IG0008455,13,creator,5824,carousel,Lifestyle,Reels Feed,1,22-05-2025,12,Thursday,352,4,22,48,12697,17458,2.44,746,119,9,medium
IG0008456,15,creator,8167,reel,Food,Hashtags,1,15-10-2025,14,Wednesday,61,1,1,9,2811,4427,1.63,820,121,10,low
IG0008457,12,creator,13798,image,Technology,Home Feed,0,20-10-2025,20,Monday,363,19,26,44,4944,5769,7.83,72,110,8,viral
IG0008458,8,brand,15986,image,Music,Hashtags,0,29-12-2024,12,Sunday,0,4,4,18,4106,6282,0.41,466,124,8,medium
IG0008459,10,creator,4542,carousel,Fashion,Explore,0,03-09-2025,18,Wednesday,106,3,6,13,2136,2850,4.49,286,116,4,high
IG0008460,14,creator,3083,reel,Food,Home Feed,0,29-04-2025,15,Tuesday,362,8,20,44,5213,7349,5.91,573,114,14,viral
IG0008461,5,creator,10739,image,Music,External,1,09-08-2025,10,Saturday,399,8,20,65,6218,7403,6.65,571,115,6,viral
IG0008462,18,brand,7486,image,Technology,Hashtags,1,24-05-2025,0,Saturday,59,0,2,7,2874,3219,2.11,924,126,6,low
IG0008463,19,creator,3447,carousel,Food,Explore,0,27-06-2025,17,Friday,547,13,29,89,12946,14852,4.57,18,124,4,high
IG0008464,15,creator,8167,image,Lifestyle,Hashtags,0,17-08-2025,6,Sunday,93,4,4,10,4177,6504,1.71,290,122,8,low
IG0008465,6,creator,10034,carousel,Music,Reels Feed,0,25-05-2025,11,Sunday,1118,39,46,167,23822,32681,4.19,146,123,14,high
IG0008466,11,creator,9044,carousel,Fashion,Reels Feed,0,06-03-2025,17,Thursday,131,2,10,25,2073,2457,6.84,792,126,10,viral
IG0008467,11,brand,9044,reel,Photography,Profile,0,06-11-2025,11,Thursday,147,4,10,0,2041,3150,5.11,566,134,5,high
IG0008468,20,brand,31095,reel,Lifestyle,Profile,0,10-10-2025,8,Friday,197,4,9,39,6346,7303,3.41,483,128,4,medium
IG0008469,20,creator,31095,reel,Beauty,Profile,0,15-08-2025,16,Friday,203,6,13,31,3436,4263,5.93,840,122,12,viral
IG0008470,18,creator,7486,reel,Fashion,External,1,22-05-2025,3,Thursday,496,15,25,77,7118,9091,6.74,720,113,6,viral
IG0008471,18,creator,7486,carousel,Travel,Hashtags,0,19-01-2025,23,Sunday,101,7,6,14,2583,3389,3.78,122,124,5,high
IG0008472,10,creator,4542,image,Fitness,Reels Feed,0,17-12-2024,23,Tuesday,176,5,9,38,2546,2805,8.13,383,142,6,viral
IG0008473,2,brand,22291,reel,Travel,External,1,01-05-2025,3,Thursday,172,4,7,17,4407,6930,2.89,208,132,6,medium
IG0008474,9,creator,6916,reel,Comedy,External,0,13-10-2025,19,Monday,253,8,10,39,4098,4603,6.73,562,106,9,viral
IG0008475,14,creator,3083,image,Photography,Reels Feed,0,06-05-2025,19,Tuesday,303,14,12,52,4601,7285,5.23,979,123,10,high
IG0008476,19,creator,3447,carousel,Beauty,Explore,0,13-02-2025,0,Thursday,83,3,5,15,3482,4968,2.13,711,124,6,low
IG0008477,10,brand,4542,image,Beauty,Home Feed,1,02-02-2025,2,Sunday,57,3,4,6,2097,3175,2.2,841,136,2,medium
IG0008478,4,brand,4972,image,Fitness,External,1,27-04-2025,18,Sunday,204,7,12,33,4425,6962,3.68,169,127,6,medium
IG0008479,6,creator,10034,reel,Music,Home Feed,0,06-05-2025,20,Tuesday,1030,24,53,167,14686,20091,6.34,471,125,12,viral
IG0008480,14,creator,3083,image,Fitness,Home Feed,1,16-05-2025,7,Friday,600,11,19,95,8809,9740,7.44,708,116,9,viral
IG0008481,4,brand,4972,image,Comedy,Home Feed,0,30-04-2025,20,Wednesday,112,3,3,13,2820,4201,3.12,659,118,9,medium
IG0008482,15,creator,8167,image,Travel,Explore,1,10-02-2025,19,Monday,138,1,7,20,5793,6411,2.59,126,103,8,low
IG0008483,16,creator,9696,carousel,Beauty,Profile,0,25-10-2025,22,Saturday,189,7,12,28,2556,3661,6.45,241,119,4,viral
IG0008484,7,brand,3551,image,Travel,External,0,01-02-2025,0,Saturday,347,11,10,39,8988,12926,3.15,243,119,14,medium
IG0008485,17,creator,15923,image,Fashion,Home Feed,0,26-06-2025,5,Thursday,417,15,19,69,7903,12197,4.26,328,110,10,high
IG0008486,19,creator,3447,carousel,Photography,Profile,0,08-01-2025,8,Wednesday,258,5,18,45,4334,5345,6.1,717,131,5,viral
IG0008487,19,brand,3447,carousel,Food,Hashtags,0,14-11-2025,17,Friday,221,6,13,41,8580,10691,2.63,227,136,6,medium
IG0008488,17,creator,15923,image,Comedy,External,1,16-11-2025,8,Sunday,141,3,4,17,4739,6350,2.6,726,126,10,medium
IG0008489,6,creator,10034,carousel,Food,Hashtags,0,02-11-2025,22,Sunday,148,7,4,19,1961,2705,6.58,797,124,9,viral
IG0008490,11,creator,9044,carousel,Comedy,Home Feed,0,04-01-2025,22,Saturday,0,1,4,12,4424,5985,0.28,616,140,9,low
IG0008491,16,brand,9696,image,Technology,Reels Feed,0,03-11-2025,19,Monday,632,13,27,90,8352,13171,5.79,272,125,5,high
IG0008492,8,creator,15986,reel,Photography,Hashtags,0,13-06-2025,9,Friday,279,7,13,54,4024,4528,7.8,297,107,5,viral
IG0008493,11,brand,9044,image,Fashion,Home Feed,0,11-07-2025,15,Friday,124,3,7,17,2747,3036,4.97,36,127,10,high
IG0008494,7,creator,3551,reel,Photography,Hashtags,0,22-04-2025,20,Tuesday,250,3,9,35,4026,4679,6.35,724,110,9,viral
IG0008495,19,creator,3447,reel,Music,Reels Feed,0,30-01-2025,11,Thursday,336,7,9,61,6153,8354,4.94,509,108,8,high
IG0008496,10,creator,4542,carousel,Comedy,Hashtags,1,15-11-2025,5,Saturday,265,5,7,0,3702,5011,5.53,345,121,12,viral
IG0008497,9,brand,6916,carousel,Food,Reels Feed,0,02-04-2025,13,Wednesday,100,2,3,14,3150,5018,2.37,988,104,8,medium
IG0008498,4,creator,4972,carousel,Comedy,Reels Feed,0,27-06-2025,21,Friday,209,9,10,36,2792,4240,6.23,273,136,7,viral
IG0008499,15,brand,8167,reel,Music,Home Feed,1,15-08-2025,7,Friday,163,5,0,28,3505,4247,4.62,983,104,10,high
